titles,category
      임직원 조성  상상펀드  누적    억원 돌파,Living_economy
    년간  천   개 행정서비스서류 전산화 디지털인감 전환 ,Living_economy
   의료 알린다  자생한방병원  아시아나항공과 업무협약,Living_economy
설 앞두고 먹거리 가격 인상 러시  편의점마다 반영 시기는 달라 ,Living_economy
롯데칠성음료   책임 있는 음주를 위한 국제연합  가입,Living_economy
하림  설 명절 앞두고  더미식 고기손만둣국  출시,Living_economy
걷고 당측정하면  건강생활실천지원금  지급 시범지역       개 확대,Living_economy
신동빈  신성장 영역으로 사업 교체 부진사업 몇 개 매각 ,Living_economy
    억 브랜드  빵빠레  소프트바 소프트샌드로 라인업 확장,Living_economy
제주삼다수 이효리  장기실종아동 캠페인 유통가  음원으로 사회적 역할,Living_economy
식약처   푸드 중남미 수출 지원한다,Living_economy
식약처   푸드 중남미 진출에 동행  규제 자료집 배포 ,Living_economy
윤홍근     회장  공채 신입사원 사령장 전달   현장서 답 찾아달라 ,Living_economy
오늘의집  작년 검색어  대 트렌드는 ,Living_economy
  웰케어  카무트 곡물콤부효소  출시 한 달 만 초도물량 완판,Living_economy
대웅제약   보툴리눔 톡신    치료적응증 시장 진입 속도,Living_economy
빙판길에 쓰러진 할머니 구한  쿠팡친구  포상 받았다,Living_economy
자발적 사회공헌기금       상상펀드  누적 사용액    억원 넘어,Living_economy
 천연 벌꿀 이라더니 발기부전약 성분이     박스 팔렸다,Living_economy
동원     건기식 브랜드      설 선물대첩  진행  최대     할인,Living_economy
울산경찰  설 연휴 전통시장  곳 주변 주 정차 허용,Living_economy
숏폼 평정 나선 숏뜨  크리에이터 영입 콘텐츠 지원 강화 ,Living_economy
맥도날드  고연령층 키오스크 현장 교육 확대한다,Living_economy
롯데칠성  국내 최초  책임 있는 음주를 위한 국제 연합  가입,Living_economy
 아는 맛이 더 무섭다더니   년만에     만개 넘게 팔린 샌드위치는,Living_economy
설 맞아  월 한 달간 광주상생카드     특별할인,Living_economy
롯데   보랭가방   버리지 말고 재활용 엘포인트     점 지급,Living_economy
홈플러스  서서 먹는  먹탠딩족  덕에 초간단 식품 인기 ,Living_economy
 갓 수확한 제주감귤 활용  후렌치파이 겨울에디션   만개 한정 출시,Living_economy
신동빈   개 신성장 영역으로 사업 추진 일부 매각도 검토 ,Living_economy
     고향 가자  외국인  부산 관광  거래액   배 늘었다,Living_economy
      신형     도입 운영점 비중    로 늘린다,Living_economy
남양유업  과기정통부로부터      년도 우수기업연구소  지정,Living_economy
무신사  설맞이       설날 빅세일  진행      여개 브랜드 참여,Living_economy
 임직원이 월 급여 기부        상상펀드    억 돌파,Living_economy
 설거지     홈파티       직화 밀키트 레스토랑 간편식 인기,Living_economy
임직원 자발적 참여       상상펀드  누적 사용액    억원 돌파,Living_economy
그럴싸한 매장에 옷은  글쎄   도긴개긴      유니클로  꼴찌 ,Living_economy
 단독 롯데월드   일부터 매직패스 가격 올리고 횟수 줄인다,Living_economy
   예금자보호한도  천만원  억원 근로자 재형저축 재도입 ,Living_economy
노랑통닭  서울경기센터 문정동 이전 최우수 가맹점 시상도,Living_economy
    데일리샷과 손잡고 주류 픽업 서비스 확대,Living_economy
 언커먼스타일 일편가심  오늘의집       검색어 트렌드  분석 발표,Living_economy
 천연벌꿀 에 발기부전약 성분이  판매자  명 검찰 송치,Living_economy
용인와이페이   만원 충전하면   만원 사용 충전 인센티브      ,Living_economy
롯데칠성음료       국내기업 최초 가입,Living_economy
한국맥도날드  고연령층 대상 키오스크 현장실습 교육 확대,Living_economy
노랑통닭  서울경기센터 이전 개소 최우수가맹점 시상식도 진행,Living_economy
     친환경 사양으로 전면 변경  연간    그루 식수 효과 기대 ,Living_economy
쿠팡로지스틱스서비스  빙판길 쓰러진 어르신 구한  쿠팡친구  포상,Living_economy
롯데웰푸드   빵빠레  소프트 바 출시,Living_economy
     뉴 이어 기프트  기획전 진행,Living_economy
 설 명절 선물은    몰에서 ,Living_economy
 없어서 못 샀는데  세븐일레븐  인기 위스키  종 할인,Living_economy
    이번 설에는 스타일을 선물하세요 ,Living_economy
양천구  노후간판    곳 교체 지원 최대    만원,Living_economy
  푸드빌  빕스  해브 어 베리 스윗 데이  딸기 신메뉴 선봬,Living_economy
 전통시장 상품도 배달  우아한형제들   배민스토어 서 선봬,Living_economy
롯데마트 보틀벙커  멤버십 서비스 출시  구매 금액 등급별 혜택 제공,Living_economy
              프로모션 실시 인기 메뉴  개를  개 가격에,Living_economy
한국필립모리스  첫 구매 고객에  만원 할인    아이코스 일루마 웰컴 프로그램  운영,Living_economy
 포토    몰  설 명절 기획전,Living_economy
롯데칠성음료         국내 최초 가입  책임 있는 주류문화 선도 ,Living_economy
 화이트 타로 에스프레소 쿠키  스타벅스  봄 음료 마셔볼까,Living_economy
 포토    몰  설 명절 선물 최대     할인,Living_economy
 제철 제주감귤 듬뿍  해태제과  후렌치파이 신제품 선봬,Living_economy
무신사        설날 빅세일  진행 최대     할인,Living_economy
배민  배민스토어에 전통시장 서비스 오픈,Living_economy
쿠팡   월  일까지  명절 선물 효도 가전       기획전,Living_economy
    데일리샷과 손잡고 주류 픽업 서비스 확대   상반기  만    점 ,Living_economy
롯데온   월 일까지 명절 선물 인기 상품 최대     할인,Living_economy
롯데칠성음료  책임있는 음주 문화 조성 앞장선다,Living_economy
  몰  내달  일까지  설 선물 기획전   최대     할인,Living_economy
   억 팔린 롯데웰푸드  빵빠레   소프트바로 나왔다,Living_economy
테팔  초고속 블렌더  퍼펙트 믹스 플러스  리뉴얼 출시,Living_economy
 빵과 함께 즐겨요     삼립   마법의 딸기 와 협업,Living_economy
노랑통닭  서울경기센터 이전 개소식 및 최우수 가맹점 시상식 진행,Living_economy
 배민스토어서  시간 내 배달  배달의민족  전통시장 서비스 도입,Living_economy
  웰케어   카무트 곡물콤부효소  출시 한 달 만에  만개 판매,Living_economy
드롭탑  딸기 시즌 맞아 딸기 음료  종 출시 소금빵 샌드위치도 선보여,Living_economy
웨스틴 조선 서울  로맨틱 패키지  러브 유어스  선보여,Living_economy
   의료기업 보험수가 전략   루닛    와 다른 길 가는 뷰노   왜,Living_economy
      신형     도입  금융 서비스 기능 강화 ,Living_economy
 포토  푸마  스피드캣 팝업스토어 성료,Living_economy
      성능 높이고 부피 줄인 신형     도입,Living_economy
 이부진 사칭  투자자 모집 유튜브 계정에 호텔신라  발견 즉시 신고 ,Living_economy
스파 브랜드 구매 이유는 가성비   회 평균  만    원 지출,Living_economy
컬리   설 상차림의 모든 것  기획전 진행 최대     할인,Living_economy
서서 식사하는  먹탠딩족  늘더니 초간단 식품 매출 ,Living_economy
       십시일반  사회공헌기금 누적    억원 돌파,Living_economy
      신형     도입 편의점 금융 서비스 강화,Living_economy
 글로벌 자동화 물동량 급증 공실률 관리 열쇠는 교통비 관리 ,Living_economy
헤드   테니스 정통  무기로 스포츠 마케팅 본격화,Living_economy
해태 후렌치파이  제주 감귤 담은 겨울 시즌에디션 출시,Living_economy
롯데웰푸드 빵빠레  소프트 아이스바로 출시 소프트샌드 쿠앤크도 추가,Living_economy
 오래된 가게 이야기 들어보세요  경기  노포   곳 담은 스토리북 발간,Living_economy
배달의민족  배민스토어  전통시장 서비스 오픈  소상공인 상생 앞장 ,Living_economy
무신사      여 개 브랜드와 할인       설날 빅세일  진행,Living_economy
와이바이오로직스  이뮨온시아와 면역항암제 공동 개발,Living_economy
윤홍근     회장  공채 신입사원 사령장 전달  글로벌 인재로 역할 ,Living_economy
      편의점 맞춤형 신형     도입   금융 서비스 기능 강화 ,Living_economy
세븐일레븐  인기 위스키  종  위스키런 행사 진행,Living_economy
     여개 브랜드 최대       무신사   설날 빅세일  진행,Living_economy
설 연휴 여행부터 공연  체험까지 위메프에서 한번에,Living_economy
빙판길에 쓰러진 어르신  새벽배송 하던  쿠팡친구 가 구했다,Living_economy
해태  겨울 한정판  후렌치파이 감귤 마말레이드  출시,Living_economy
이통사 경쟁 유도해 폰값 낮추기   가격인하 기대      소수만 이익    문  답 ,Living_economy
남양유업  우수기업연구소  지정  품질 초격차 기술력 선도 ,Living_economy
    주류 플랫폼 데일리샷과 손잡고 주류 픽업 서비스 확대,Living_economy
이랜드파크 켄싱턴리조트 지리산하동  프라이빗 사우나 객실 오픈,Living_economy
      임직원 기부 통한 사회공헌기금 누적    억원 돌파,Living_economy
교촌치킨   교촌    스쿨  점보원정대  띄웠다,Living_economy
신라스테이  대학생 서포터즈와  제주 플로깅  성료,Living_economy
스타벅스  봄 알리는  화이트 타로 라테  출시,Living_economy
올해 설 연휴  해외 여행 수요 폭증  일본 베트남 등 중단거리 인기 ,Living_economy
에이블씨엔씨 셀라피  소비자 요청에  에이리페어 크림 대용량  출시,Living_economy
 얼음도 잘 갈리네  테팔  블렌더  퍼펙트 믹스 플러스  출시,Living_economy
 영유아 노래 강좌 확대  갤러리아   문화센터 봄학기  회원 모집,Living_economy
    데일리샷과 손잡고  주류 픽업  서비스 확대,Living_economy
 임산부 친환경농산물 꾸러미 신청하세요  경기   월 일부터 신청접수,Living_economy
       편의점 최적화  신형     도입  금융 서비스 강화,Living_economy
도미노피자   배달비 무료 포장     할인  프로모션 연장,Living_economy
 온도 시간 알아서 척척  풀무원  에어프라이어 선봬,Living_economy
이랜드파크 켄싱턴리조트 지리산하동  프라이빗 사우나 객실 오픈,Living_economy
대박친 편의점  얼음컵    비비빅  누가바 매출 제쳤다,Living_economy
 가지마 푸바오  에버랜드 바오 하우스  오픈 열흘간 연일 매진,Living_economy
 전통시장 상품 주문하세요  배민  전통시장 서비스 운영,Living_economy
     만의 선택  닥터지   전국민 감사제  진행,Living_economy
빙판길에 쓰러진 어르신 구한  와우 히어로  쿠팡  배송직원 포상,Living_economy
갤러리아   문화센터 봄 학기 회원 모집 플라워 클래스에 얼리 안티에이징 강좌도,Living_economy
뷰노메드 딥카스  월간 최다 신규 계약    하반기 손익분기점 달성한다 ,Living_economy
 중국 귀환 전 보자  에버랜드  푸바오  인기에  오픈런 ,Living_economy
컴포즈커피  최근  달 딸기음료    만잔 판매 돌파,Living_economy
  웰케어  카무트  곡물콤부효소   출시 한 달 만에 초도물량  완판 ,Living_economy
한국피자헛              프로모션 최대     할인,Living_economy
설 명절 서산사랑상품권 할인율    로 상향 구매한도   만원,Living_economy
  번가   간편밥상  전문관 선봬  한끼 식사부터 디저트까지 ,Living_economy
 침실 분위기 확  에이스침대  현대 몰  프레임  종  라이브 방송,Living_economy
  번가  인기 간편식 버티컬 서비스  간편밥상  오픈,Living_economy
    던킨  설날 선물세트  종 출시 함께 사전 예약 프로모션 진행,Living_economy
 합리적인 가격으로 간편하게  컬리   설 상차림  기획전 진행,Living_economy
 명절 인기 상품 최대       롯데온  설 맞이  온세일 ,Living_economy
배달의민족에서 전통시장 정육 반찬 등 장 본다,Living_economy
     신입사원 사령식 진행 윤홍근 회장  글로벌 인재로 거듭나길 ,Living_economy
위메프  숙박 공연 체험 특가대전  짧은 설연휴 수요 겨냥 ,Living_economy
에이블리   인플루언서 콘텐츠  효과로 거래액 최대    배 증가,Living_economy
롯데칠성  국내 기업 최초  책임 있는 음주를 위한 국제연합  가입,Living_economy
한국맥도날드  고연령층 대상 키오스크 현장 교육 박차,Living_economy
 발베니 맥캘란  년 등 위스키  종 확보  세븐일레븐   위스키런 ,Living_economy
      부피 줄인 신형     도입  금융 서비스 강화 ,Living_economy
 유명 맛집 레시피 여기 다 있네    번가   간편밥상  전문관 선보인다,Living_economy
    씨네드쉐프  오덴세와 맞손 코스요리     할인,Living_economy
세븐일레븐  인기 위스키  종 할인 구독 서비스도 출시,Living_economy
삼성물산 패션 디 애퍼처    년 봄 컬렉션 출시,Living_economy
동원     건강기능식품 브랜드      설 선물대첩  프로모션,Living_economy
파파존스   월 문화 이벤트  위스콘신 치즈 포테이토 먹고 뮤지컬 보러 가자 ,Living_economy
투다리   이사라  작가 협업으로   세대 집중 공략,Living_economy
 딸기 시즌이 돌아왔다    푸드빌 빕스  신메뉴 대거 공개,Living_economy
메가박스  송돌비   월 일 개관 특가상영에 무료 팝콘도,Living_economy
 눕기만 해도 피로가 싹  코지마   코지스트레칭  출시,Living_economy
롯데     컨트롤타워  가동 본격화  미래성장 가속 ,Living_economy
무신사      여개 브랜드와       설날 빅세일  진행,Living_economy
교촌치킨   교촌     스쿨  점보원정대  시행 소비자 접점 확대,Living_economy
    주류 플랫폼  데일리샷 과 손잡고 주류 픽업 서비스 확대,Living_economy
한국필립모리스   아이코스 일루마 웰컴 프로그램  새단장,Living_economy
갤러리아   문화센터 봄 학기 회원 모집 영 유아 노래 강좌 확대,Living_economy
설 차례 상차림 부담 완화 온누리상품권 최대     할인,Living_economy
      신형     도입한다 금융 서비스 강화,Living_economy
 갤럭시     시리즈  체험하는 프랑스 관람객들,Living_economy
하나증권  기업 밸류업 프로그램으로 유통 저평가 매력 부각 ,Living_economy
 갤럭시     시리즈  체험하는 인도 관람객들,Living_economy
삼성전자   갤럭시     시리즈  전 세계 본격 출시,Living_economy
베를린에 마련된  갤럭시     시리즈  체험 공간,Living_economy
브라질 상파울루  갤럭시     시리즈  체험 공간,Living_economy
웅진식품  설맞이 주스 음료 선물세트   종 판매,Living_economy
김종호 기보 이사장  혁신 벤처기업 스케일업에 역량 집중 ,Living_economy
 마켓  초저가 명절 선물세트 푼다 최대     할인,Living_economy
    주류 픽업 서비스 확대 스마트 오더 플랫폼  데일리샷 과 협업,Living_economy
신라스테이  대학생 서포터즈와 제주 플로깅 활동 진행,Living_economy
풀무원샘물           공식 후원사 참여    세대와 소통 확대 ,Living_economy
 마켓       원 양말세트  등 초저가 명절선물 푼다,Living_economy
세븐일레븐   발베니  등 인기 위스키  종 행사 진행,Living_economy
롯데온   월 일까지  온세일  인기 명절선물 최대    할인,Living_economy
 외식테크 전성시대    잡상인 취급 받으며 소금 맞고 쫓겨나        억 투자받은 캐치테이블 용태순 대표,Living_economy
풀무원  스팀기능 강화한     대용량 에어프라이어 출시,Living_economy
너도 나도 자린고비 지난해 소비  뚝    분 브리프 ,Living_economy
롯데온  설 맞이  온세일  행사 최대     할인,Living_economy
롯데백화점  보랭백 반납하면 엘포인트 드려요 ,Living_economy
    주류 플랫폼 데일리샷과 손잡고 주류 픽업 서비스 확대,Living_economy
 조회수가 곧 매출  패션 플랫폼  콘텐츠로 록인 효과 노린다,Living_economy
세븐일레븐  발베니 맥캘란 등  위스키런  행사,Living_economy
 무한상사 처럼  농심  빵부장 성공 후  사장부터 대리까지  세계관 확장,Living_economy
이마트 트레이더스  간편 제수용품 최대     할인,Living_economy
 쿠팡은 국내로  발란은 해외로  명품 플랫폼 차별화 전략,Living_economy
 까다로워진 소비자 입맛  외식업계  고물가 속 프리미엄 승부수  엔데믹 생존법  ,Living_economy
      제약바이오   한미약품   비만약        날개 단다,Living_economy
 현장  영세 외식업체  중처법  대략난감  가족끼리 장사하라고  ,Living_economy
잇단 해외 박람회 재개 생활용품업계  성장 엔진  다시 돈다,Living_economy
 성장 둔화 경쟁 심화에도   이마롯쿠  치열한 차별화 경쟁,Living_economy
롯데   선물세트 보랭가방 돌려주면 엘포인트     점 ,Living_economy
그림  꼼수증여  막는다  전문가  명 기관  곳  감정기준 강화,Living_economy
플랫폼법 공개 앞두고 공정위 과제 산적 쿠팡 배민 빠지나,Living_economy
쿠팡  도서 산간 폐광촌에도 로켓배송 ,Living_economy
 점포당 매출           평당 매출     편의점   위 경쟁  치열,Living_economy
 또 다른  과   전쟁  한솔 무림 총선 투표용지 수주전  치열 ,Living_economy
 이랜드 스파오와      국내서     브랜드 중 만족도 최고 ,Living_economy
한국인은 출입금지    숨겨진   구역  외국인 전용 레스토랑 ,Living_economy
이마트 트레이더스  간편 제수용품 행사 진행,Living_economy
